nomeEmpresa; nomePregao; titulo; texto; polaridade
NATURA COSMETICOS S.A; NATURA; Natura vê recuperação de vendas no Brasil após ritmo fraco no 2o tri; A empresa de cosméticos Natura enxerga um segundo semestre melhor para seus produtos no Brasil após ter visto uma expressiva desaceleração das vendas no segundo trimestre quando seu lucro líquido recuou mais de 25% sobre igual período do ano passado. Acreditamos que tivemos trimestre incomum e que muitos desses fatores não se repetirão afirmou o vice-presidente financeiro da companhia Roberto Pedote citando menor quantidade de dias úteis e custos pressionados pela desvalorização cambial e pelo baixo volume de vendas. Em um trimestre em que as vendas líquidas no Brasil seu principal mercado avançaram apenas 18% sobre um ano antes a Natura viu o lucro líquido recuar 268% a R$ 1758 milhões. A geração de caixa medida pelo Ebitda (sigla em inglês para lucro antes de juros impostos depreciação e amortização) por sua vez somou R$ 3523 milhões recuo de 14% sobre igual trimestre do ano passado. As cifras ficaram abaixo das estimativas de analistas que projetavam em média lucro líquido de R$ 2262 milhões e Ebitda de R$ 4244 milhões em pesquisa da Reuters. Divulgação Lucro líquido da Natura despenca no segundo trimestre de 2014 RESTRIÇÃO DE CRÉDITO Em teleconferência com jornalistas nesta quarta-feira (23) o executivo afirmou que a companhia também viu piora da inadimplência no segundo trimestre e que está investindo em mais ações de cobrança para minimizar esse impacto. A gente tem visto que o pessoal está precisando fazer escolhas do que pagar e está mais difícil mesmo comentou o executivo. Diante de um cenário macroeconômico de curto prazo visto como desafiador a Natura irá restringir a oferta de crédito a clientes com perfil de quem está atrasando mais (o pagamento) disse Pedote completando que a companhia também está intensificando ações de cobrança. Após novo aumento de preços em julho na sequência de ajuste de 4% a 5% praticado em março a expectativa é de um maior equilíbrio na lucratividade na metade restante do ano disse o vice-presidente financeiro da Natura. Perguntado sobre a expectativa divulgada anteriormente de manutenção da margem bruta em 2014 em nível semelhante ao observado em 2013 o executivo se limitou a dizer que a Natura prevê recuperação no segundo semestre para patamares parecidos com os de igual etapa do ano passado. Não teremos esse efeito tão perverso de um crescimento muito baixo no Brasil que prejudicou bastante a diluição dos nossos custos de produção afirmou. Entre abril e junho a margem bruta consolidada da companhia caiu 21 pontos percentuais na comparação anual a 685%. No Brasil apenas a queda foi de 29 pontos percentuais a 673%. NOVAS AÇÕES Em julho a Natura expandiu o funcionamento da sua plataforma digital Rede Natura para todo o Estado de São Paulo. Com ela as consultoras desenvolvem páginas próprias e admitem o pagamento com cartão de crédito. Segundo Pedote esse será o primeiro passo rumo à expansão da iniciativa para o restante do país. Ele também revelou que as lojas no Brasil da Asop marca comprada pela companhia no fim de 2012 já têm endereço definido: ambas serão instaladas no segundo semestre na capital paulista sendo uma na rua Oscar Freire e outra na Rua Girassol na Vila Madalena em São Paulo.; -
EMBRAER S.A.; EMBRAER; Embraer reverte prejuízo e tem lucro de R$ 3198 milhões no 2º trimestre; A Embraer teve lucro líquido atribuído aos acionistas de R$ 3198 milhões no segundo trimestre revertendo prejuízo de R$ 99 milhões no mesmo período de 2013. O resultado da terceira maior fabricante de aeronaves comerciais do mundo também teve ganho de 236% frente ao trimestre anterior. No semestre o lucro da companhia ficou em R$ 5785 milhões – um ganho de cerca de 1000% sobre o lucro de R$ 518 milhões no primeiro semestre de 2013. A receita líquida atingiu R$ 393 trilhões no segundo trimestre uma alta de 21% frente ao mesmo período de 2013. Nos seis primeiros meses do ano a receita líquida ficou em R$ 686 bilhões alta de 27% sobre os mesmos seis meses do ano passado. Aeronaves De abril a junho a Embraer entregou 29 aeronaves comerciais e 29 executivas. A carteira de pedidos firmes fechou o trimestre em US$ 181 bilhões segundo a companhia. No semestre foram entregues 43 aeronaves comerciais e 49 executivas (39 jatos leves e 10 jatos grandes) comparado com 39 aeronaves comerciais e 41 executivas (31 jatos leves e 10 jatos grandes) no mesmo período de 2013.; +
BCO BRADESCO S.A.; BRADESCO; Itaú e Bradesco disparam em valor de mercado. já a Vale...; São Paulo - O Itaú Unibanco e o Bradesco são as empresas brasileiras que tiveram as maiores valorirzações de mercado este ano. Segundo levantamento da consultoria Economatica divulgado nesta quarta-feira os bancos ocupam 9ª e 14ª posição em um ranking que analisou empresas da América Latina e dos Estados Unidos. De janeiro a 29 de abril desde ano o valor de mercado do Itaú passou de 642 bilhões de dólares para 796 bilhões de dólares o que representa um aumento de 15 bilhões de dólares. Já o Bradesco variou 10 bilhões de dólares passando de 54 bilhões de dólares para 64 bilhões de dólares no mesmo período. No primeiro lugar do ranking está a Verizon Comm empresa americana do setor de telecomunicações que teve aumento de 52 bilhões de dólares do valor de mercado. No começo do ano a empresa valia 1458 bilhões de dólares e chegou a 1984 bilhões de dólares. O estudo também analisou as empresas que mais perderam valor de mercado de janeiro até abril. Entre as brasileiras a Vale é destaque negativo com queda de 96 bilhões de dólares no valor de mercado. O valor de mercado da companhia passou de 76 bilhões de dólares para 664 bilhões de dólares. Com isso a empresa ocupa a 10º posição no ranking geral.;+
BCO BRASIL S.A.;BRASIL;STJ manda Banco do Brasil pagar clientes por perdas do Plano Verão;A Segunda Seção do Superior Tribunal de Justiça (STJ) decidiu nesta quarta-feira (13) que o Banco do Brasil deve pagar a clientes de todo o país a diferença referente à perda gerada nas cadernetas de poupança por causa do Plano Verão; em janeiro de 1989. Em nota, o banco informou que a decisão não tem efeitos imediatos e que vai recorrer da decisão. O Tribunal analisava recurso do banco sobre decisão da Justiça que data de 2009, quando a 12ª Vara Cível de Brasília havia julgado ação civil pública ajuizada pelo Instituto Brasileiro de Defesa do Consumidor (Idec). Naquele ano, a Vara já havia condenado o banco a pagar pelos chamados expurgos inflacionários, que ocorrem quando os índices inflacionários não são aplicados na poupança e geram perda no rendimento dos valores depositados. O Banco do Brasil recorreu ao STJ alegando que a sentença deveria ter validade apenas para as contas de poupanças abertas no Distrito Federal e somente os poupadores associados ao Idec, autor da ação, teriam legitimidade para buscar o cumprimento da sentença. Na visão do relator do recurso no STJ, ministro Luis Felipe Salomão, o julgamento anterior havia definido que a decisão deveria contemplar todos os poupadores que mantinham conta no Banco do Brasil em janeiro de 1989, e não apenas os que residiam no Distrito Federal e eram vinculados ao Idec. O voto do relator foi seguido pelos demais minitros. A assessoria de imprensa do Banco do Brasil informou, por meio de nota, que a instituição entrará com os recursos cabíveis contra a decisão após a publicação do acórdão. A decisão [...] não surtirá efeitos imediatos, pois deve-se aguardar a publicação do acórdão, sobre o qual o BB interporá os recursos cabíveis para obter o pronunciamento definitivo do Supremo Tribunal Federal, diz a nota. O STJ não informou o valor que o banco terá de pagar caso a determinação da Justiça volte a ser confirmada. Criado na tentativa de conter a hiperinflação, o Plano Verão, assim como outros criados no início da década de 1990, alteraram o cálculo da correção monetária dos saldos da poupança. Quase 400 mil processos sobre planos econômicos estão com a tramitação suspensa em diversos tribunais, desde 2010, à espera de uma decisão do STF. Os autores das ações argumentam que tiveram perdas e querem receber os valores corrigidos com base na inflação. STF O julgamento desta quarta no STJ é diferente do julgamento do Supremo Tribunal Federal (STF), no qual a Suprema Corte vai definir sobre a validade dos planos econômicos e se a correção monetária dos valores das cadernetas ocorreu dentro da legalidade. O julgamento seria realizado no fim de março, mas foi adiado e ainda não há nova data. Se o tribunal entender que o percentual utilizado pelos planos foi correto, muitos poupadores não terão direito a receber nada. Nesse caso, o STF poderá avaliar o que fazer com quem já recebeu dinheiro dos bancos por decisão de outros tribunais. Na hipótese de o Supremo considerar o índice utilizado irregular, deverá estipular como será feito o pagamento da correção dos saldos da poupança.,-
BCO BRASIL S.A.;BRASIL;Banco do Brasil tem lucro líquido de R$ 2,8 bilhões no segundo trimestre de 2014,O Banco do Brasil registrou lucro líquido de R$ 2, 8 bilhões no segundo trimestre de 2014, representando um retorno sobre patrimônio líquido (RSPL) de 16, 1%. Com a exclusão de itens extraordinários, o lucro líquido ajustado subiu 14% ante 2013, passando de R$ 2, 6 bilhões no segundo trimestre de 2013 para R$ 3 bilhões neste ano, superando as previsões do mercado. A remuneração aos acionistas atingiu R$ 1, 1 bilhão, montante equivalente a 40% do lucro líquido, sendo R$ 899, 7 milhões na forma de juros sobre capital próprio (JCP) e R$ 216, 4 milhões em dividendos. O valor por ação alcançou R$ 0, 40. No trimestre o lucro líquido ajustado atingiu R$ 3, 0 bilhões, RSPL ajustado de 17, 1%. Os ativos do Banco do Brasil atingiram R$ 1, 40 trilhão em junho deste ano, crescimento de 15, 4% em 12 meses e 2, 3% em relação ao trimestre anterior, favorecido principalmente pela expansão da carteira de crédito. O banco é líder em ativos entre as empresas do setor financeiro da América Latina. Liderança em crédito com alta de 12, 5% em 12 meses A carteira de crédito ampliada, que inclui títulos e valores mobiliários (TVM) privados e garantias prestadas, atingiu R$ 718, 8 bilhões em junho de 2014, crescimento de 12, 5% em 12 meses e 2, 8% em relação ao trimestre anterior. Destaques para o financiamento imobiliário e crédito ao agronegócio, que registraram incrementos em 12 meses de 84 ,5% e 23, 7%, respectivamente. No período, o banco manteve a sua liderança em crédito no Sistema Financeiro Nacional (SFN), com 21, 3% de participação de mercado. Crédito imobiliário atinge R$ 32 bilhões O crédito imobiliário atingiu saldo de R$ 32 bilhões em junho deste ano, expansão de 84, 5% em 12 meses. O financiamento às empresas cresceu 136, 5% em um ano, atingindo saldo de R$ 8, 4 bilhões e o financiamento às pessoas físicas cresceu 71, 1% no mesmo período, alcançando um saldo de R$ 23, 5 bilhões. Em relação à variação no saldo da carteira no trimestre, as pessoas físicas responderam por R$ 2, 7 bilhões enquanto as empresas representaram R$ 1, 8 bilhão. Carteira de agronegócio alcança saldo de R$ 157, 2 bi O financiamento ao agronegócio encerrou o segundo trimestre de 2014 com a marca de R$ 157, 2 bilhões. Esse montante é 23, 7% maior do que o registrado no mesmo período de 2013 e 4, 8% superior em relação ao primeiro trimestre de 2014. Na safra 2013-14, o Banco do Brasil desembolsou R$ 76, 3 bilhões em operações de crédito rural, evolução de 24% em relação à safra anterior. O volume representa 109% do total de R$ 70 bilhões estipulado no lançamento do Plano Safra 2013-14. O banco também mantém a liderança neste segmento, atingindo 65, 2% de participação conforme os dados do Sistema Nacional de Crédito Rural. Destaques para as operações de investimento, que atingiram saldo de R$ 65, 3 bilhões, evolução de 30, 5% em 12 meses. Crédito a empresas tem evolução de 13, 2% em 12 meses O saldo de crédito concedido às empresas encerrou junho de 2014 com R$ 335, 3 bilhões, crescimento de 13, 2% em 12 meses e 3, 7% em relação ao trimestre anterior. As operações de capital de giro1 e de investimento, que representam 72, 0% do total, obtiveram crescimento de 11, 6% e 20, 6% em 12 meses, respectivamente. Inadimplência segue em patamares bem abaixo do SFN Os índices de inadimplência do BB se mantiveram em patamares bem menores do que os observados no Sistema Financeiro Nacional (SFN). Ao fim de junho de 2014, o índice de operações vencidas há mais de 90 dias representou 1, 99% da carteira de crédito. No mesmo período, o SFN registrou índice de 3, 0%. A qualidade da carteira de crédito do banco é evidenciada pela concentração de 94, 9% das operações na faixa de risco AA-C. O nível de cobertura da carteira de crédito, que demonstra a relação entre a provisão existente e as operações vencidas há mais de 90 dias, encerrou o mês de junho em 192, 1%, mantendo-se acima do nível apresentado pelo mercado.,+
BCO BRASIL S.A.;BRASIL;Lucro do Banco do Brasil cai mais de 60% no 2º trimestre,O Banco do Brasil encerrou o segundo trimestre de 2014 com lucro líquido de 2,829 bilhões de reais, queda de cerca de 62% ante o saldo positivo de 7,472 bilhões de reais registrados no mesmo período de 2013. No ano passado, o resultado foi impulsionado pela bilionária oferta pública inicial de ações (IPO) de sua subsidiária BB Seguridade. Contudo, ao excluir itens extraordinários, o lucro líquido ajustado subiu 14%, passando de 2,6 bilhões de reais no segundo trimestre de 2013 para 3 bilhões de reais neste ano. O índice de inadimplência (operações vencidas há mais de noventa dias) ficou em 1,99% no trimestre encerrado em junho, acima do indicador de janeiro e março (1,97%) e de igual período do ano anterior (1,87%). As provisões para perdas com inadimplência totalizaram 4,570 bilhões de reais, alta de 9,2% na comparação trimestral e de 8,4% na comparação anual. Já a carteira de crédito encerrou junho em 718,754 bilhões de reais, aumento de 2,8% ante março e de 12,5% em doze meses. A carteira no Brasil somou 665,553 bilhões de reais, avanço de 13,8% na comparação anual. Comparando o segundo trimestre de 2013 com o de 2014, as receitas com tarifas subiram 4,2%, para 6,169 bilhões de reais. As despesas com pessoal e outros gastos administrativos avançaram 6,4% e 7,7%, respectivamente. No período, a instituição reduziu seu quadro de funcionários em 2,17 mil, para 111.547 trabalhadores. O BB terminou o primeiro semestre com índice de Basileia (mede a capacidade financeira do banco de suportar riscos de perdas) de 14,19%, abaixo dos 15,92% de 2013 e acima dos 13,84% ao final de março. O Conselho de Administração do BB ainda aprovou a distribuição de 216,42 milhões de reais em dividendos. A previsão de crescimento do BB para 2014 manteve-se entre 14% e 18%, mas a estimativa de receita com tarifas recuou de 9% a 12% para 6% a 9%. O banco está adotando uma estratégia de fidelização de clientes e redução das operações de mercado de capitais.,+
BCO BRASIL S.A.;BRASIL;Banco do Brasil tem lucro de R$2,829 bi no 2º trimestre,São Paulo - O Banco do Brasil encerrou o segundo trimestre com resultado acima do esperado pelo mercado, apesar de aumento da taxa da inadimplência e de provisões para perdas com calotes. O maior banco do país em ativos também alterou algumas projeções para 2014. O banco teve lucro líquido contábil de 2,829 bilhões de reais, um recuo sobre os 7,472 bilhões registrados no segundo trimestre do ano passado, quando o resultado foi catapultado pela bilionária oferta pública inicial de ações (IPO) da BB Seguridade. Porém, em termos recorrentes, o lucro líquido do BB teve alta anual de 14 por cento, a 3,002 bilhões de reais, ficando acima da previsão média de analistas consultados pela Reuters, de 2,579 bilhões. A instituição terminou o trimestre passado com índice de inadimplência em operações vencidas há mais de 90 dias de 1,99 por cento, acima dos 1,97 por cento dos três primeiros meses de 2014 e dos 1,87 por cento vistos um ano antes. O indicador futuro de calotes, que mede operações vencidas há mais de 60 dias, também subiu na comparação anual, passando de 2,20 para 2,37 por cento. A carteira de crédito ampliada fechou junho a 718,754 bilhões de reais, subindo 12,5 por cento em 12 meses e 2,8 por cento sobre março. A carteira no Brasil somou 665,553 bilhões de reais, crescimento anual de 13,8 por cento. A previsão do BB para 2014 é de crescimento de 14 a 18 por cento, estimativa que foi mantida pela instituição após o resultado do segundo trimestre. Porém, o BB reviu sua projeção para o comportamento da margem financeira bruta de 2014, que foi elevada de alta de 3 a 7 por cento para 5 a 9 por cento, após ter fechado o primeiro semestre com crescimento anual de 7,2 por cento. O banco também melhorou a projeção para a rentabilidade sobre patrimônio líquido (RSPL) ajustado este ano, de 12 a 15 por cento para 14 a 17 por cento. No segundo trimestre, esta linha terminou em 17,1 por cento, acima dos 16,4 por cento registrados um ano antes. Mas a estimativa para as rendas com tarifas foi reduzida, de crescimento de 9 a 12 por cento este ano para expansão de 6 a 9 por cento, diante de estratégia de fidelização no relacionamento com clientes e redução das operações de mercado de capitais, afirmou o BB no balanço. No trimestre passado, as receitas com tarifas avançaram 4,2 por cento ante igual trimestre de 2013, para 6,169 bilhões de reais. As despesas com pessoal subiram 6,4 por cento e outros gastos administrativos subiram 7,7 por cento. No período, o Banco do Brasil reduziu seu quadro de funcionários em 2,17 mil, para 111.547 trabalhadores. As provisões para perdas com inadimplência somaram 4,570 bilhões de reais no trimestre passado, altas de 8,4 por cento na comparação anual e de 9,2 por cento sobre os três primeiros meses de 2014. O BB terminou o primeiro semestre com índice de Basileia de 14,19 por cento, abaixo dos 15,92 por cento de um ano antes, mas melhor que os 13,84 por cento ao final de março. O banco informou nesta quinta-feira que está negociando com o ministério da Fazenda adequação de instrumentos híbrido de dívida emitido no final de setembro de 2012 como capital principal. O conselho de administração do BB aprovou distribuição de 216,42 milhões de reais em dividendos.,+
BCO BRASIL S.A.;BRASIL;Banco do Brasil é a empresa do ano da revista DINHEIRO,Em abril de 2009, quando o paulista Aldemir Bendine assumiu o comando do maior banco brasileiro, sua missão parecia quase impossível. Naquele momento, a crise econômica global atingia seu ápice, retirando recursos do sistema financeiro. A resposta do BB à crise foi um divisor de águas. Ao manter o crédito enquanto o mercado fechou as torneiras, o banco deu o seu primeiro salto no mercado de financiamentos, ampliando sua participação de 17,1% para 20% entre 2008 e 2009. Desde então, o volume de empréstimos não parou de crescer, dobrando no período de 2009 a 2013, quando passou de R$ 321,4 bilhões para R$ 692,9 bilhões. Em junho deste ano, o BB já detinha 21,3% de todos os créditos do mercado, o equivalente a R$ 718,8 bilhões. O volume de ativos dobrou, saltando de R$ 708 bilhões em 2008 para R$ 1,4 trilhão no ano passado. Nos últimos anos, o BB manteve a liderança em segmentos que já dominava, como agronegócio, mas passou a atuar em novos mercados, como o de crédito imobiliário, e expandiu sua atuação no mercado de cartões. Em 2013, fez ainda a maior abertura de capital do mundo, captando R$ 11,47 bilhões no IPO do BB Seguridade. Essas credenciais fizeram o Banco do Brasil ser escolhido A Empresa do Ano por AS MELHORES DA DINHEIRO. O anuário AS MELHORES DA DINHEIRO premia também os destaques da gestão em cinco categorias: sustentabilidade financeira, recursos humanos, inovação e qualidade, responsabilidade socioambiental e governança corporativa. Além disso, são escolhidas as campeãs de 28 setores.,+
GOL LINHAS AEREAS INTELIGENTES S.A.;GOL;Analistas do BofA mantêm otimismo com ação da Gol,Analistas do Bank of America Merrill Lynch afirmaram que continuam otimistas com a companhia aérea Gol, esperando um bom terceiro trimestre para a empresa após a entrega de resultados saudáveis na primeira metade do ano. Em relatório distribuído a clientes nesta quarta-feira, o BofA recomenda a compra da ADR da empresa com preço-alvo em 12 meses de 8 dólares, citando uma série de razões para a manutenção do otimismo apesar da recente valorização dos papéis. Entre os fatores, os analistas liderados por Sara Delfim apontaram a melhor sazonalidade do segundo semestre, a expectativa de que as operações e o balanço da empresa continuem a melhorar no período e o fato de o câmbio e o preço do petróleo estarem favoráveis no momento. Além disso, citaram medidas da empresa para reduzir a volatilidade do custo do combustível e o momento forte pelo qual passa a Smiles, rede de fidelidade da Gol. A Gol é uma ação mais arriscada devido à exposição ao câmbio e ao preço do petróleo, mas o retorno compensa, com o potencial de alta em 30 por cento e limitado potencial de baixa, já que nossas estimativas já assumem o dólar a 2,50 reais e preços estáveis do petróleo apesar da recente queda, escreveram. Às 11h53, a ação da Gol avançava 2,94 por cento na Bovespa, a 15,08 reais, diante de variação negativa de 0,05 por cento do Ibovespa. A Gol contratou BB Securities, Bradesco BBI, Citigroup, Morgan Stanley e Santander para organizar teleconferências com investidores e reuniões antes de uma potencial oferta de um título denominado em dólares, segundo o IFR, serviço da Thomson Reuters.,+
LOJAS HERING S.A.;LOJAS HERING;Hering renova acordo de benefício fiscal com Estado de Goiás até 2020,A Hering informou que renovou até 2020 acordo para capturar benefícios fiscais dos investimentos feitos em Goiás. O Estado abriga quatro das dez fábricas da empresa têxtil e um centro de distribuição. Segundo a Hering, o acordo visa assegurar a manutenção e captação dos benefícios e isenções de Imposto de Renda e Contribuição Social Sobre Lucro Líquido (CSLL) oferecidos como estímulo à implantação ou expansão de empreendimentos econômicos.,+
LOJAS HERING S.A.;LOJAS HERING;Cia Hering tem queda de 16,5% no lucro do 2º trimestre,A Cia Hering teve uma queda anual de 16,5% no lucro líquido no segundo trimestre, diante de um ambiente macroeconômico incerto e um calendário prejudicado pela Copa e afirmou que ainda espera desafios no restante do ano. O lucro líquido da companhia entre abril e junho caiu para R$ 74,2 milhões ante R$ 88,8 milhões no mesmo período de 2013. O resultado foi afetado pelo desempenho operacional mais fraco, com queda na margem bruta e aumento nas despesas, disse a Cia Hering. A receita líquida caiu 3,7% ano a ano e encerrou junho em R$ 419,7 milhões no período. A marca Hering, que representa a maior parte das vendas, teve receita bruta no Brasil 6,2% menor no segundo trimestre, afetada por reduções temporárias de preços na linha de básicos, além de promoções pontuais em artigos das coleções outono e inverno. A Cia Hering teve Ebitda (sigla em inglês para lucro antes dos juros, impostos, depreciação e amortização) de R$ 96,9 milhões no segundo trimestre, queda anual de 17%. Após um primeiro semestre bastante desafiador, acreditamos que o ambiente macroeconômico permanecerá desfavorável no restante do ano, afirmou a empresa no balanço, citando ainda que o clima nas regiões Sul e Sudeste não favoreceu a venda de artigos das coleções outono inverno. Passados efeitos negativos da Copa do Mundo e com a implementação das diversas ações previstas para os próximos trimestres, estaremos melhor preparados para lidar com as adversidades e retomar trajetória de crescimento de nossas marcas, disse a empresa. Entre as medidas, estão a melhoria de sortimento de produtos e relançamento de básicos ao longo do terceiro trimestre na Hering, sua marca principal, e o novo plano de negócios da marca dzarm.com. Para a linha infantil, a companhia mantém plano de expansão, de abertura de 30 lojas Hering Kids este ano. A empresa também mantém plano para abrir 70 lojas Hering Store em 2014.,-
LOJAS HERING S.A.;LOJAS HERING;Hering lucra R$ 74,2 milhões no trimestre, queda de 16,5%,A varejista Hering lucrou R$ 74,2 milhões no segundo trimestre de 2014, queda de 16,5% na comparação com o lucro de R$ 88,8 milhões de um ano antes. No semestre o ganho líquido foi de R$ 138,8 milhões, recuo de 12,3%.  A receita líquida da empresa atingiu R$ 419,7 milhões nos meses de abril, maio e junho, 3,7% menor do que o registrado um ano antes. Em seis meses a receita soma R$ 814,1 milhões, queda de 0,2%.  O lucro antes de juros, impostos, depreciação e amortização (Ebitda, na sigla em inglês) ficou em R$ 96,9 milhões no trimestre, com queda de 16,9%, e somou R$ 191,4 milhões no semestre, recuo de 12,6%.,-
CIA TELECOMUNICACOES DO BRASIL CENTRAL;CTBC TELECOM;Suposta saída de Telefónica da Telecom Italia pode ser avaliada junto com operação GVT--Cade,BRASÍLIA, 3 Set (Reuters) - O presidente do Conselho Administrativo de Defesa Econômica (Cade), Vinícius Carvalho, disse nesta quarta-feira que o órgão antitruste poderá analisar conjuntamente a eventual venda da GVT para a Telefónica com a possível saída da empresa espanhola do capital da Telecom Italia, dependendo de como a operação for apresentada ao Cade. Eles vão notificar a operação Telefónica-GVT. Vamos analisar. No meio dessa operação, se estiver a questão envolvendo a troca das ações que a Telefónica tem na Telecom Italia com a Vivendi (controladora da GVT), isso vai ser analisado também, no bojo da operação, disse. A proposta da Telefónica pela GVT inclui a possibilidade de que parte do pagamento seja feito em ações da Telecom Italia detidas pela Telefónica, se a Vivendi assim desejar. Na segunda-feira, o presidente do Conselho da Telefónica, César Alierta, disse que a empresa espanhola pretende sair do capital da Telecom Italia após finalizar a compra da GVT. A eventual saída da Telefónica, que no Brasil controla a Vivo, do capital da Telecom Italia, que controla a TIM Participações, atenderia exigência feita pelo Cade no fim do ano passado. Segundo Carvalho, além desses aspectos, o Cade também poderá ter de analisar, dependendo de como fechar a operação Telefónica-GVT, se a Vivendi poderá ser sócia minoritária da TIM e da Vivo no Brasil, já que em um desenho possível, ela pode ter também parte do capital da empresa brasileira combinada após a venda da GVT.,+
CIA BEBIDAS DAS AMERICAS - AMBEV;AMBEV;Ambev e Coca-Cola juntas? Banco diz que fusão devia ser vista com urgência,SÃO PAULO - Avaliando que as gigantes do setor de bebidas - Anheuser-Busch Inbev, que detém a Ambev (ABEV3), Coca Cola e SABMiller - precisam de soluções que passam por fusões e aquisições para que elas passem a crescer, o Brasil Plural fez algumas considerações sobre o que elas podem fazer.O banco, aliás, deu uma sinalização que já foi aventada pelo mercado em abril deste ano: a fusão entre a Coca-Cola e a AB Inbev.  A segunda companhia, por sinal, é do trio de ferro brasileiro da 3G, formado por Jorge Paulo Lemann, Marcell Telles e Carlos Alberto Sicupira, que tem uma parceria com o bilionário investidor Warren Buffett, que possui uma participação na Coca-Cola. Aliás, em junho, o próprio Oráculo de Omaha sepultou a ideia de que ele e a 3G poderiam fazer uma oferta pela Coca, após uma possível especulação de um gestor americano em entrevista ao Fox Business. Em relatório assinado por Carlos Laboy e Catherine Foster, a AB Inbev precisa mitigar os efeitos da maturação dos seus mercados e consertar os elementos dos seus negócios. Nós acreditamos que a ABI precisa de novos acordos para que ela volte a crescer, avaliam os analistas, ressaltando a desaceleração do crescimento de suas marcas nos EUA e a desvantagem nos segmentos de distribuição.,+
